Date,Name,Position,Seniority,Location,Studio,Client Tag,Project Tag,Team Name,Engagement,Email Leader,Month,Day
31Mar23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.44,cristian.bravo@tec.globant.com,3,31
03Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.72,cristian.bravo@tec.globant.com,4,3
04Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.3,cristian.bravo@tec.globant.com,4,4
05Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.42,cristian.bravo@tec.globant.com,4,5
06Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.39,cristian.bravo@tec.globant.com,4,6
10Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.21,cristian.bravo@tec.globant.com,4,10
11Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.14,cristian.bravo@tec.globant.com,4,11
12Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.81,cristian.bravo@tec.globant.com,4,12
13Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.52,cristian.bravo@tec.globant.com,4,13
14Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.28,cristian.bravo@tec.globant.com,4,14
17Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.58,cristian.bravo@tec.globant.com,4,17
18Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.25,cristian.bravo@tec.globant.com,4,18
19Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.16,cristian.bravo@tec.globant.com,4,19
20Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.53,cristian.bravo@tec.globant.com,4,20
21Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.82,cristian.bravo@tec.globant.com,4,21
24Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.67,cristian.bravo@tec.globant.com,4,24
25Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.07,cristian.bravo@tec.globant.com,4,25
26Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.73,cristian.bravo@tec.globant.com,4,26
27Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.47,cristian.bravo@tec.globant.com,4,27
28Apr23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.08,cristian.bravo@tec.globant.com,4,28
02May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.26,cristian.bravo@tec.globant.com,5,2
03May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.74,cristian.bravo@tec.globant.com,5,3
04May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.69,cristian.bravo@tec.globant.com,5,4
05May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.48,cristian.bravo@tec.globant.com,5,5
08May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.84,cristian.bravo@tec.globant.com,5,8
09May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.24,cristian.bravo@tec.globant.com,5,9
10May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.74,cristian.bravo@tec.globant.com,5,10
11May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.14,cristian.bravo@tec.globant.com,5,11
12May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.75,cristian.bravo@tec.globant.com,5,12
15May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.6,cristian.bravo@tec.globant.com,5,15
16May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.4,cristian.bravo@tec.globant.com,5,16
17May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.74,cristian.bravo@tec.globant.com,5,17
18May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.5,cristian.bravo@tec.globant.com,5,18
19May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.35,cristian.bravo@tec.globant.com,5,19
22May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.01,cristian.bravo@tec.globant.com,5,22
23May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.64,cristian.bravo@tec.globant.com,5,23
24May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.62,cristian.bravo@tec.globant.com,5,24
25May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.16,cristian.bravo@tec.globant.com,5,25
26May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.93,cristian.bravo@tec.globant.com,5,26
29May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.31,cristian.bravo@tec.globant.com,5,29
30May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.98,cristian.bravo@tec.globant.com,5,30
31May23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,0.08,cristian.bravo@tec.globant.com,5,31
01Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,0.08,cristian.bravo@tec.globant.com,6,1
02Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,0.08,cristian.bravo@tec.globant.com,6,2
05Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,0.08,cristian.bravo@tec.globant.com,6,5
06Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.54,cristian.bravo@tec.globant.com,6,6
07Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.71,cristian.bravo@tec.globant.com,6,7
08Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.43,cristian.bravo@tec.globant.com,6,8
09Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.49,cristian.bravo@tec.globant.com,6,9
12Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.78,cristian.bravo@tec.globant.com,6,12
13Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.09,cristian.bravo@tec.globant.com,6,13
14Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.91,cristian.bravo@tec.globant.com,6,14
15Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.27,cristian.bravo@tec.globant.com,6,15
16Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.01,cristian.bravo@tec.globant.com,6,16
19Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,6,19
20Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.15,cristian.bravo@tec.globant.com,6,20
21Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.79,cristian.bravo@tec.globant.com,6,21
22Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.44,cristian.bravo@tec.globant.com,6,22
23Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.1,cristian.bravo@tec.globant.com,6,23
26Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.18,cristian.bravo@tec.globant.com,6,26
27Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.99,cristian.bravo@tec.globant.com,6,27
28Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.83,cristian.bravo@tec.globant.com,6,28
29Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,6,29
30Jun23,Elena Aguirre,Software Developer,3,CO/CUN/BOG,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2.84,cristian.bravo@tec.globant.com,6,30
02Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,4.22,alberto.cordero@tec.globant.com,1,2
03Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,4.22,alberto.cordero@tec.globant.com,1,3
04Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,4.22,alberto.cordero@tec.globant.com,1,4
05Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,4.22,alberto.cordero@tec.globant.com,1,5
06Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,4.22,alberto.cordero@tec.globant.com,1,6
09Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,4.22,alberto.cordero@tec.globant.com,1,9
10Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,4.22,alberto.cordero@tec.globant.com,1,10
11Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,alberto.cordero@tec.globant.com,1,11
12Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,3.72,alberto.cordero@tec.globant.com,1,12
13Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,3.72,alberto.cordero@tec.globant.com,1,13
16Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,3.72,alberto.cordero@tec.globant.com,1,16
17Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,3.72,alberto.cordero@tec.globant.com,1,17
18Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,3.72,alberto.cordero@tec.globant.com,1,18
19Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,3.72,alberto.cordero@tec.globant.com,1,19
20Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,3.22,alberto.cordero@tec.globant.com,1,20
23Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,3.22,alberto.cordero@tec.globant.com,1,23
24Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,alberto.cordero@tec.globant.com,1,24
25Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,3.22,alberto.cordero@tec.globant.com,1,25
26Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,alberto.cordero@tec.globant.com,1,26
27Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,3.22,alberto.cordero@tec.globant.com,1,27
30Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,3.22,alberto.cordero@tec.globant.com,1,30
31Jan23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.22,alberto.cordero@tec.globant.com,1,31
01Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.72,alberto.cordero@tec.globant.com,2,1
02Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,alberto.cordero@tec.globant.com,2,2
03Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.72,alberto.cordero@tec.globant.com,2,3
07Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.72,alberto.cordero@tec.globant.com,2,7
08Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.72,alberto.cordero@tec.globant.com,2,8
09Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.72,alberto.cordero@tec.globant.com,2,9
10Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,2,10
13Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,2,13
14Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,2,14
15Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,2,15
16Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.22,alberto.cordero@tec.globant.com,2,16
17Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,2,17
20Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,2,20
21Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,2,21
22Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,2,22
23Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,2,23
24Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,2,24
27Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.22,alberto.cordero@tec.globant.com,2,27
28Feb23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,2,28
01Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,alberto.cordero@tec.globant.com,3,1
02Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,alberto.cordero@tec.globant.com,3,2
03Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,3
06Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,6
07Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,7
08Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,8
09Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,9
10Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,10
13Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,13
14Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,14
15Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.22,alberto.cordero@tec.globant.com,3,15
16Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,16
17Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,alberto.cordero@tec.globant.com,3,17
21Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,21
22Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,22
23Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.22,alberto.cordero@tec.globant.com,3,23
24Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,24
27Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,27
28Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,28
29Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,29
30Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,30
31Mar23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,3,31
03Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,4,3
04Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,4,4
05Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,4,5
06Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,4,6
10Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,4,10
11Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,4,11
12Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.22,alberto.cordero@tec.globant.com,4,12
13Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,4,13
14Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.22,alberto.cordero@tec.globant.com,4,14
17Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,4,17
18Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,4,18
19Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,4,19
20Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,4,20
21Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,alberto.cordero@tec.globant.com,4,21
24Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.22,alberto.cordero@tec.globant.com,4,24
25Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,4,25
26Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,alberto.cordero@tec.globant.com,4,26
27Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,4,27
28Apr23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,alberto.cordero@tec.globant.com,4,28
02May23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,5,2
03May23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,5,3
04May23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,5,4
05May23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,5,5
08May23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,5,8
09May23,María Ceballos,Test Automation Engineer,1,MX/CDMX/CDMX,Quality Engineering,HSTGIE,HOREXP,Finding Nemo's Friends,2.23,alberto.cordero@tec.globant.com,5,9
