Date,Email,Name,Position,Seniority,Location,Studio,Client,Client Tag,Project,Project Tag,Team Name,Engagement,Email Leader,Year,Month,Day,PersonID
20Apr23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.24,cristian.bravo@tec.globant.com,2023,4,20,14
21Apr23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,4,21,14
24Apr23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,4,24,14
25Apr23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,4,25,14
26Apr23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,4,26,14
27Apr23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,4,27,14
28Apr23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,4,28,14
02May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,2,14
03May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,3,14
04May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,4,14
05May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,5,14
08May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,8,14
09May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,9,14
10May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,10,14
11May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,11,14
12May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,12,14
15May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,15,14
16May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,16,14
17May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,17,14
18May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,18,14
19May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,19,14
22May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,22,14
23May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,23,14
24May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.0,cristian.bravo@tec.globant.com,2023,5,24,14
25May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,25,14
26May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.0,cristian.bravo@tec.globant.com,2023,5,26,14
29May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,29,14
30May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,30,14
31May23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,5,31,14
01Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,1,14
02Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,2,14
05Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.24,cristian.bravo@tec.globant.com,2023,6,5,14
06Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,6,14
07Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.0,cristian.bravo@tec.globant.com,2023,6,7,14
08Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,8,14
09Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,9,14
12Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.0,cristian.bravo@tec.globant.com,2023,6,12,14
13Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,13,14
14Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,14,14
15Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,15,14
16Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,16,14
19Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,19,14
20Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,20,14
21Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,21,14
22Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,22,14
23Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,23,14
26Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,26,14
27Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,27,14
28Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,28,14
29Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,29,14
30Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.24,cristian.bravo@tec.globant.com,2023,6,30,14
02Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,2,15
03Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,3,15
04Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,4,15
05Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,5,15
06Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,6,15
09Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,9,15
10Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.88,cristian.bravo@tec.globant.com,2023,1,10,15
11Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,11,15
12Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,12,15
13Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,13,15
16Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,16,15
17Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,17,15
18Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,18,15
19Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,19,15
20Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,20,15
23Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,23,15
24Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,24,15
25Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,25,15
26Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,26,15
27Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,27,15
30Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,30,15
31Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.88,cristian.bravo@tec.globant.com,2023,1,31,15
01Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.88,cristian.bravo@tec.globant.com,2023,2,1,15
02Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.0,cristian.bravo@tec.globant.com,2023,2,2,15
03Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.88,cristian.bravo@tec.globant.com,2023,2,3,15
07Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.88,cristian.bravo@tec.globant.com,2023,2,7,15
08Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.88,cristian.bravo@tec.globant.com,2023,2,8,15
09Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.88,cristian.bravo@tec.globant.com,2023,2,9,15
10Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,10,15
13Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,13,15
14Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,14,15
15Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,15,15
16Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,16,15
17Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,17,15
20Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,20,15
21Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.88,cristian.bravo@tec.globant.com,2023,2,21,15
22Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,2,22,15
23Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,2,23,15
24Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,2,24,15
27Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,2,27,15
28Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,2,28,15
01Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,1,15
02Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,2,15
03Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,3,15
06Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,6,15
07Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,7,15
08Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,8,15
09Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,9,15
10Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,10,15
13Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,13,15
14Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,14,15
15Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.88,cristian.bravo@tec.globant.com,2023,3,15,15
16Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,16,15
